Entry,Entry name,Status,Protein names,Gene names,Organism,Length
D6RAF3,D6RAF3_HUMAN,unreviewed,La-related protein 7 (Fragment),LARP7,Homo sapiens (Human),129
D6RBH8,D6RBH8_HUMAN,unreviewed,La-related protein 7,LARP7,Homo sapiens (Human),45
D6RF22,D6RF22_HUMAN,unreviewed,La-related protein 7,LARP7,Homo sapiens (Human),101
D6RF49,D6RF49_HUMAN,unreviewed,La-related protein 7 (Fragment),LARP7,Homo sapiens (Human),119
D6RFF0,D6RFF0_HUMAN,unreviewed,La-related protein 7 (Fragment),LARP7,Homo sapiens (Human),299
H0YA82,H0YA82_HUMAN,unreviewed,La-related protein 7 (Fragment),LARP7,Homo sapiens (Human),334
Q4G0J3,LARP7_HUMAN,reviewed,La-related protein 7 (La ribonucleoprotein domain family member 7) (P-TEFb-interaction protein for 7SK stability) (PIP7S),LARP7 HDCMA18P,Homo sapiens (Human),582
J3QLW7,J3QLW7_HUMAN,unreviewed,60S ribosome subunit biogenesis protein NIP7 homolog,NIP7,Homo sapiens (Human),110
J3QRD6,J3QRD6_HUMAN,unreviewed,60S ribosome subunit biogenesis protein NIP7 homolog (Fragment),NIP7,Homo sapiens (Human),70
J3QRR4,J3QRR4_HUMAN,unreviewed,60S ribosome subunit biogenesis protein NIP7 homolog (Fragment),NIP7,Homo sapiens (Human),79
Q9Y221,NIP7_HUMAN,reviewed,60S ribosome subunit biogenesis protein NIP7 homolog (KD93),NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78,Homo sapiens (Human),180
H0YMJ6,H0YMJ6_HUMAN,unreviewed,Apoptosis-enhancing nuclease (Fragment),AEN,Homo sapiens (Human),179
Q8WTP8,AEN_HUMAN,reviewed,Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1),AEN ISG20L1 SBBI58,Homo sapiens (Human),325
C9IYT0,C9IYT0_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 4 (Fragment),DKC1,Homo sapiens (Human),258
H7BZF2,H7BZF2_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 4 (Fragment),DKC1,Homo sapiens (Human),76
H7C0M1,H7C0M1_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 4 (Fragment),DKC1,Homo sapiens (Human),229
H7C2Q2,H7C2Q2_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 4 (Fragment),DKC1,Homo sapiens (Human),207
H7C2Q9,H7C2Q9_HUMAN,unreviewed,H/ACA ribonucleoprotein complex subunit 4 (Fragment),DKC1,Homo sapiens (Human),169
O60832,DKC1_HUMAN,reviewed,H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),DKC1 NOLA4,Homo sapiens (Human),514
Q6PDA5,Q6PDA5_HUMAN,unreviewed,WD repeat-containing protein 3 (WDR3 protein),WDR3,Homo sapiens (Human),40
Q9UNX4,WDR3_HUMAN,reviewed,WD repeat-containing protein 3,WDR3,Homo sapiens (Human),943
E9PQK6,E9PQK6_HUMAN,unreviewed,Apoptosis inhibitor 5,API5,Homo sapiens (Human),123
G3V1C3,G3V1C3_HUMAN,unreviewed,Apoptosis inhibitor 5,API5,Homo sapiens (Human),510
H0YER7,H0YER7_HUMAN,unreviewed,Apoptosis inhibitor 5 (Fragment),API5,Homo sapiens (Human),294
Q9BZZ5,API5_HUMAN,reviewed,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),API5 MIG8,Homo sapiens (Human),524
A0A1B0GUK8,A0A1B0GUK8_HUMAN,unreviewed,"RNA-binding motif protein, X-linked-like-1 (Fragment)",RBMXL1,Homo sapiens (Human),158
Q96E39,RMXL1_HUMAN,reviewed,"RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)",RBMXL1,Homo sapiens (Human),390
F8VP66,F8VP66_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog-like protein (Fragment),PUS7L,Homo sapiens (Human),154
F8VW99,F8VW99_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog-like protein (Fragment),PUS7L,Homo sapiens (Human),160
F8VWC0,F8VWC0_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog-like protein (Fragment),PUS7L,Homo sapiens (Human),126
F8VZA0,F8VZA0_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog-like protein,PUS7L,Homo sapiens (Human),365
Q9H0K6,PUS7L_HUMAN,reviewed,Pseudouridylate synthase 7 homolog-like protein (EC 5.4.99.-),PUS7L,Homo sapiens (Human),701
G3V4M4,G3V4M4_HUMAN,unreviewed,Nucleic acid dioxygenase ALKBH1,ALKBH1,Homo sapiens (Human),116
H0YJF3,H0YJF3_HUMAN,unreviewed,Nucleic acid dioxygenase ALKBH1 (Fragment),ALKBH1,Homo sapiens (Human),112
Q13686,ALKB1_HUMAN,reviewed,Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (tRNA N1-methyl adenine demethylase) (EC 1.14.11.-),ALKBH1 ABH ABH1 ALKBH,Homo sapiens (Human),389
H7C597,H7C597_HUMAN,unreviewed,Staphylococcal nuclease domain-containing protein 1 (Fragment),SND1,Homo sapiens (Human),231
Q7KZF4,SND1_HUMAN,reviewed,Staphylococcal nuclease domain-containing protein 1 (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator),SND1 TDRD11,Homo sapiens (Human),910
A0A140T8Y2,A0A140T8Y2_HUMAN,unreviewed,Guanine nucleotide-binding protein-like 1 (Fragment),GNL1,Homo sapiens (Human),407
A0A140T994,A0A140T994_HUMAN,unreviewed,Guanine nucleotide-binding protein-like 1 (Fragment),GNL1,Homo sapiens (Human),66
C9IZK7,C9IZK7_HUMAN,unreviewed,WD repeat-containing protein 43 (Fragment),WDR43,Homo sapiens (Human),187
C9JEE7,C9JEE7_HUMAN,unreviewed,WD repeat-containing protein 43 (Fragment),WDR43,Homo sapiens (Human),147
C9JH61,C9JH61_HUMAN,unreviewed,WD repeat-containing protein 43 (Fragment),WDR43,Homo sapiens (Human),25
Q15061,WDR43_HUMAN,reviewed,WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog),WDR43 KIAA0007 UTP5,Homo sapiens (Human),677
F6VRR5,F6VRR5_HUMAN,unreviewed,Polymerase delta-interacting protein 3,POLDIP3,Homo sapiens (Human),438
F8WCX5,F8WCX5_HUMAN,unreviewed,Polymerase delta-interacting protein 3,POLDIP3,Homo sapiens (Human),281
F8WEE2,F8WEE2_HUMAN,unreviewed,Polymerase delta-interacting protein 3,POLDIP3,Homo sapiens (Human),189
Q6R954,Q6R954_HUMAN,unreviewed,Polymerase delta interacting protein 46 (Polymerase delta-interacting protein 3),POLDIP3 PDIP46,Homo sapiens (Human),185
Q8WUT1,Q8WUT1_HUMAN,unreviewed,POLDIP3 protein (Polymerase delta-interacting protein 3),POLDIP3,Homo sapiens (Human),229
Q9BY77,PDIP3_HUMAN,reviewed,Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR),POLDIP3 KIAA1649 PDIP46,Homo sapiens (Human),421
E5RGY3,E5RGY3_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),95
E5RHK1,E5RHK1_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),11
H0YAZ2,H0YAZ2_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),208
Q5T397,Q5T397_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),169
Q5T398,Q5T398_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),166
Q5T399,Q5T399_HUMAN,unreviewed,Exonuclease 1 (Fragment),EXO1,Homo sapiens (Human),135
Q9UQ84,EXO1_HUMAN,reviewed,Exonuclease 1 (hExo1) (EC 3.1.-.-) (Exonuclease I) (hExoI),EXO1 EXOI HEX1,Homo sapiens (Human),846
A8MUS3,A8MUS3_HUMAN,unreviewed,"60S ribosomal protein L23a (Ribosomal protein L23a, isoform CRA_a)",RPL23A hCG_1988529,Homo sapiens (Human),194
H7BY10,H7BY10_HUMAN,unreviewed,60S ribosomal protein L23a (Fragment),RPL23A,Homo sapiens (Human),158
K7EJV9,K7EJV9_HUMAN,unreviewed,60S ribosomal protein L23a (Fragment),RPL23A,Homo sapiens (Human),170
K7EMA7,K7EMA7_HUMAN,unreviewed,60S ribosomal protein L23a,RPL23A,Homo sapiens (Human),70
K7ERT8,K7ERT8_HUMAN,unreviewed,60S ribosomal protein L23a (Fragment),RPL23A,Homo sapiens (Human),175
P62750,RL23A_HUMAN,reviewed,60S ribosomal protein L23a (Large ribosomal subunit protein uL23),RPL23A,Homo sapiens (Human),156
D6R9A4,D6R9A4_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),59
D6R9X5,D6R9X5_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),56
D6RAC7,D6RAC7_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),141
D6RB17,D6RB17_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),198
D6RBM9,D6RBM9_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),77
D6RBR0,D6RBR0_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),102
D6RBW8,D6RBW8_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),115
D6RE13,D6RE13_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),110
D6REX8,D6REX8_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),99
D6RGJ4,D6RGJ4_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),125
H0YAE3,H0YAE3_HUMAN,unreviewed,Ras GTPase-activating protein-binding protein 2 (Fragment),G3BP2,Homo sapiens (Human),23
Q9UN86,G3BP2_HUMAN,reviewed,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),G3BP2 KIAA0660,Homo sapiens (Human),482
B4DVF8,B4DVF8_HUMAN,unreviewed,"Heterogeneous nuclear ribonucleoprotein L (cDNA FLJ60000, highly similar to Heterogeneous nuclear ribonucleoprotein L)",HNRNPL,Homo sapiens (Human),179
M0QXS5,M0QXS5_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein L (Fragment),HNRNPL,Homo sapiens (Human),530
M0QYL7,M0QYL7_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein L (Fragment),HNRNPL,Homo sapiens (Human),198
M0R1W6,M0R1W6_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein L (Fragment),HNRNPL,Homo sapiens (Human),220
P14866,HNRPL_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein L (hnRNP L),HNRNPL HNRPL P/OKcl.14,Homo sapiens (Human),589
A0A0C4DGT9,A0A0C4DGT9_HUMAN,unreviewed,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,Homo sapiens (Human),263
B1AKF7,B1AKF7_HUMAN,unreviewed,Ecto-NOX disulfide-thiol exchanger 2 (Fragment),ENOX2,Homo sapiens (Human),376
Q16206,ENOX2_HUMAN,reviewed,Ecto-NOX disulfide-thiol exchanger 2 (APK1 antigen) (Cytosolic ovarian carcinoma antigen 1) (Tumor-associated hydroquinone oxidase) (tNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)],ENOX2 COVA1,Homo sapiens (Human),610
E9PIU7,E9PIU7_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB7,POLR2G,Homo sapiens (Human),41
E9PKH3,E9PKH3_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB7,POLR2G,Homo sapiens (Human),64
E9PS03,E9PS03_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB7 (Fragment),POLR2G,Homo sapiens (Human),13
H0YEE4,H0YEE4_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB7 (Fragment),POLR2G,Homo sapiens (Human),60
P62487,RPB7_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (DNA-directed RNA polymerase II subunit G) (RNA polymerase II 19 kDa subunit) (RPB19),POLR2G RPB7,Homo sapiens (Human),172
F8VYR5,F8VYR5_HUMAN,unreviewed,"28S ribosomal protein S24, mitochondrial",MRPS24,Homo sapiens (Human),72
Q96EL2,RT24_HUMAN,reviewed,"28S ribosomal protein S24, mitochondrial (MRP-S24) (S24mt) (Mitochondrial small ribosomal subunit protein uS3m) (bMRP-47) (bMRP47)",MRPS24 HSPC335,Homo sapiens (Human),167
H3BNZ8,H3BNZ8_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (Fragment),CMTR2,Homo sapiens (Human),105
H3BR19,H3BR19_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (Fragment),CMTR2,Homo sapiens (Human),158
H3BS00,H3BS00_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (Fragment),CMTR2,Homo sapiens (Human),132
H3BTZ7,H3BTZ7_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (Fragment),CMTR2,Homo sapiens (Human),159
H3BUK2,H3BUK2_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (Fragment),CMTR2,Homo sapiens (Human),90
Q8IYT2,CMTR2_HUMAN,reviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (HMTr2) (MTr2) (FtsJ methyltransferase domain-containing protein 1) (Protein adrift homolog),CMTR2 AFT FTSJD1,Homo sapiens (Human),770
H0YKY4,H0YKY4_HUMAN,unreviewed,Selenocysteine insertion sequence-binding protein 2-like (Fragment),SECISBP2L,Homo sapiens (Human),312
H0YNT4,H0YNT4_HUMAN,unreviewed,Selenocysteine insertion sequence-binding protein 2-like (Fragment),SECISBP2L,Homo sapiens (Human),95
J3KPI1,J3KPI1_HUMAN,unreviewed,Selenocysteine insertion sequence-binding protein 2-like (Fragment),SECISBP2L,Homo sapiens (Human),630
Q93073,SBP2L_HUMAN,reviewed,Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like),SECISBP2L KIAA0256,Homo sapiens (Human),1101
A6NNU8,A6NNU8_HUMAN,unreviewed,Nuclear receptor subfamily 0 group B member 1,NR0B1,Homo sapiens (Human),105
P51843,NR0B1_HUMAN,reviewed,Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1),NR0B1 AHC DAX1,Homo sapiens (Human),470
P57052,RBM11_HUMAN,reviewed,Splicing regulator RBM11 (RNA-binding motif protein 11),RBM11,Homo sapiens (Human),281
E9PB93,E9PB93_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB4,POLR2D,Homo sapiens (Human),104
E9PHV4,E9PHV4_HUMAN,unreviewed,DNA-directed RNA polymerase II subunit RPB4,POLR2D,Homo sapiens (Human),110
O15514,RPB4_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16),POLR2D,Homo sapiens (Human),142
C9JBX0,C9JBX0_HUMAN,unreviewed,Speckle targeted PIP5K1A-regulated poly(A) polymerase (Fragment),TUT1,Homo sapiens (Human),143
F5H0R1,F5H0R1_HUMAN,unreviewed,Speckle targeted PIP5K1A-regulated poly(A) polymerase,TUT1,Homo sapiens (Human),912
F8WA97,F8WA97_HUMAN,unreviewed,Speckle targeted PIP5K1A-regulated poly(A) polymerase,TUT1,Homo sapiens (Human),100
J3KN81,J3KN81_HUMAN,unreviewed,Speckle targeted PIP5K1A-regulated poly(A) polymerase (Fragment),TUT1,Homo sapiens (Human),165
Q9H6E5,STPAP_HUMAN,reviewed,Speckle targeted PIP5K1A-regulated poly(A) polymerase (Star-PAP) (EC 2.7.7.19) (RNA-binding motif protein 21) (RNA-binding protein 21) (U6 snRNA-specific terminal uridylyltransferase 1) (U6-TUTase) (EC 2.7.7.52),TUT1 RBM21,Homo sapiens (Human),874
A2RUC4,TYW5_HUMAN,reviewed,tRNA wybutosine-synthesizing protein 5 (hTYW5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase),TYW5 C2orf60,Homo sapiens (Human),315
A8KAJ9,A8KAJ9_HUMAN,unreviewed,cDNA FLJ78342 (tRNA wybutosine-synthesizing protein 5),TYW5,Homo sapiens (Human),121
Q5JR04,Q5JR04_HUMAN,unreviewed,"Mov10, Moloney leukemia virus 10, homolog (Mouse), isoform CRA_a (Putative helicase MOV-10)",MOV10 hCG_38463,Homo sapiens (Human),947
Q9HCE1,MOV10_HUMAN,reviewed,Putative helicase MOV-10 (EC 3.6.4.13) (Armitage homolog) (Moloney leukemia virus 10 protein),MOV10 KIAA1631,Homo sapiens (Human),1003
K7EK08,K7EK08_HUMAN,unreviewed,CBP80/20-dependent translation initiation factor (Fragment),CTIF,Homo sapiens (Human),194
K7EPK6,K7EPK6_HUMAN,unreviewed,CBP80/20-dependent translation initiation factor (Fragment),CTIF,Homo sapiens (Human),138
K7EQS5,K7EQS5_HUMAN,unreviewed,CBP80/20-dependent translation initiation factor (Fragment),CTIF,Homo sapiens (Human),104
K7EQS9,K7EQS9_HUMAN,unreviewed,CBP80/20-dependent translation initiation factor (Fragment),CTIF,Homo sapiens (Human),120
O43310,CTIF_HUMAN,reviewed,CBP80/20-dependent translation initiation factor,CTIF KIAA0427,Homo sapiens (Human),598
E7EN72,E7EN72_HUMAN,unreviewed,U4/U6 small nuclear ribonucleoprotein Prp31 (Fragment),PRPF31,Homo sapiens (Human),284
E7ESX0,E7ESX0_HUMAN,unreviewed,U4/U6 small nuclear ribonucleoprotein Prp31 (Fragment),PRPF31,Homo sapiens (Human),276
E7EU94,E7EU94_HUMAN,unreviewed,U4/U6 small nuclear ribonucleoprotein Prp31 (Fragment),PRPF31,Homo sapiens (Human),260
E7EVX8,E7EVX8_HUMAN,unreviewed,U4/U6 small nuclear ribonucleoprotein Prp31,PRPF31,Homo sapiens (Human),493
Q8WWY3,PRP31_HUMAN,reviewed,U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31),PRPF31 PRP31,Homo sapiens (Human),499
H0Y713,H0Y713_HUMAN,unreviewed,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (Fragment),PPARGC1B,Homo sapiens (Human),748
Q86YN6,PRGC2_HUMAN,reviewed,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),PPARGC1B PERC PGC1 PGC1B PPARGC1,Homo sapiens (Human),1023
A0A0C4DFS5,A0A0C4DFS5_HUMAN,unreviewed,ATP-dependent RNA helicase TDRD9,TDRD9,Homo sapiens (Human),877
H0YJJ2,H0YJJ2_HUMAN,unreviewed,ATP-dependent RNA helicase TDRD9 (Fragment),TDRD9,Homo sapiens (Human),918
Q8NDG6,TDRD9_HUMAN,reviewed,ATP-dependent RNA helicase TDRD9 (EC 3.6.4.13) (Tudor domain-containing protein 9),TDRD9 C14orf75,Homo sapiens (Human),1382
Q9BVJ6,UT14A_HUMAN,reviewed,U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16),UTP14A SDCCAG16,Homo sapiens (Human),771
X6RJY0,X6RJY0_HUMAN,unreviewed,U3 small nucleolar RNA-associated protein 14 homolog A (Fragment),UTP14A,Homo sapiens (Human),320
Q96GW9,SYMM_HUMAN,reviewed,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",MARS2,Homo sapiens (Human),593
B7Z645,B7Z645_HUMAN,unreviewed,"Heterogeneous nuclear ribonucleoprotein Q (Synaptotagmin binding, cytoplasmic RNA interacting protein, isoform CRA_b) (cDNA FLJ50849, highly similar to Heterogeneous nuclear ribonucleoprotein Q)",SYNCRIP hCG_401112,Homo sapiens (Human),464
F6UXX1,F6UXX1_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoprotein Q (Fragment),SYNCRIP,Homo sapiens (Human),185
O60506,HNRPQ_HUMAN,reviewed,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)",SYNCRIP HNRPQ NSAP1,Homo sapiens (Human),623
E9PJK2,E9PJK2_HUMAN,unreviewed,Polycomb protein EED,EED,Homo sapiens (Human),361
E9PMU3,E9PMU3_HUMAN,unreviewed,Polycomb protein EED,EED,Homo sapiens (Human),106
H0YEL4,H0YEL4_HUMAN,unreviewed,Polycomb protein EED (Fragment),EED,Homo sapiens (Human),115
O75530,EED_HUMAN,reviewed,Polycomb protein EED (hEED) (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1) (WAIT-1),EED,Homo sapiens (Human),441
B1ANR0,B1ANR0_HUMAN,unreviewed,Polyadenylate-binding protein (PABP),PABPC4 hCG_2031827,Homo sapiens (Human),615
B1ANR1,B1ANR1_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),129
H0Y5F5,H0Y5F5_HUMAN,unreviewed,Polyadenylate-binding protein (PABP) (Fragment),PABPC4,Homo sapiens (Human),550
H0Y6X6,H0Y6X6_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),195
H0YCC8,H0YCC8_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),197
H0YEQ8,H0YEQ8_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),112
H0YER0,H0YER0_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),68
H0YEU6,H0YEU6_HUMAN,unreviewed,Polyadenylate-binding protein 4 (Fragment),PABPC4,Homo sapiens (Human),249
Q13310,PABP4_HUMAN,reviewed,Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP),PABPC4 APP1 PABP4,Homo sapiens (Human),644
B1AHC9,B1AHC9_HUMAN,unreviewed,X-ray repair cross-complementing protein 6,XRCC6,Homo sapiens (Human),559
P12956,XRCC6_HUMAN,reviewed,X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6),XRCC6 G22P1,Homo sapiens (Human),609
Q96C86,DCPS_HUMAN,reviewed,m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS),DCPS DCS1 HINT5 HSPC015,Homo sapiens (Human),337
P55795,HNRH2_HUMAN,reviewed,"Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]",HNRNPH2 FTP3 HNRPH2,Homo sapiens (Human),449
C9IZ01,C9IZ01_HUMAN,unreviewed,"Elongation factor G, mitochondrial",GFM1,Homo sapiens (Human),591
C9JA25,C9JA25_HUMAN,unreviewed,"Elongation factor G, mitochondrial (Fragment)",GFM1,Homo sapiens (Human),60
F8WAU4,F8WAU4_HUMAN,unreviewed,"Elongation factor G, mitochondrial",GFM1,Homo sapiens (Human),453
H7C5M4,H7C5M4_HUMAN,unreviewed,"Elongation factor G, mitochondrial (Fragment)",GFM1,Homo sapiens (Human),17
Q96RP9,EFGM_HUMAN,reviewed,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)",GFM1 EFG EFG1 GFM,Homo sapiens (Human),751
H7BYN3,H7BYN3_HUMAN,unreviewed,"Transcription factor A, mitochondrial (Fragment)",TFAM,Homo sapiens (Human),219
Q00059,TFAM_HUMAN,reviewed,"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)",TFAM TCF6 TCF6L2,Homo sapiens (Human),246
A0A0A0MQX8,A0A0A0MQX8_HUMAN,unreviewed,Muscleblind-like protein 1,MBNL1,Homo sapiens (Human),400
C9J4T8,C9J4T8_HUMAN,unreviewed,Muscleblind-like protein 1 (Fragment),MBNL1,Homo sapiens (Human),58
C9J7P7,C9J7P7_HUMAN,unreviewed,Muscleblind-like protein 1 (Fragment),MBNL1,Homo sapiens (Human),90
